## Sun Mar 19 01:09:13 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_1_length_774295_cov_40.668278_293	216595.PFLU_5962	4.55e-122	349.0	COG0503@1|root,COG0503@2|Bacteria,1RF3B@1224|Proteobacteria,1S6GD@1236|Gammaproteobacteria,1YQ4E@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	F	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis	xpt	GO:0003674,GO:0003824,GO:0006139,GO:0006166,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0043094,GO:0043101,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046128,GO:0046129,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.22	ko:K03816	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01229,R02142	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	Pribosyltran
NODE_1_length_774295_cov_40.668278_294	1144325.PMI22_04332	0.0	1326.0	COG0210@1|root,COG0210@2|Bacteria,1MU0G@1224|Proteobacteria,1RNJI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	it can initiate unwinding at a nick in the DNA. It binds to the single-stranded DNA and acts in a progressive fashion along the DNA in the 3' to 5' direction	rep	GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0032392,GO:0032508,GO:0034641,GO:0034645,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044786,GO:0044787,GO:0046483,GO:0050896,GO:0051276,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576	3.6.4.12	ko:K03656,ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
NODE_1_length_774295_cov_40.668278_295	216595.PFLU_5960	0.0	1055.0	COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,1RM8A@1236|Gammaproteobacteria,1YNIC@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	T	Diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	EAL,GGDEF,Response_reg
NODE_1_length_774295_cov_40.668278_296	690597.JH730931_gene3577	4.66e-299	820.0	COG0534@1|root,COG0534@2|Bacteria,1MUAM@1224|Proteobacteria,1S512@1236|Gammaproteobacteria,1YNQF@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	V	multidrug	norM	-	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
NODE_1_length_774295_cov_40.668278_297	1117958.PE143B_0125725	1.08e-214	593.0	COG0583@1|root,COG0583@2|Bacteria,1MYF9@1224|Proteobacteria,1SYCC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
NODE_1_length_774295_cov_40.668278_298	1117958.PE143B_0125730	0.0	1146.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,1RMH0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NT	chemotaxis, protein	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	Cache_3-Cache_2,HAMP,MCPsignal,dCache_3
NODE_1_length_774295_cov_40.668278_299	690597.JH730931_gene3580	6.2e-191	533.0	COG1132@1|root,COG1132@2|Bacteria,1MXPP@1224|Proteobacteria,1RNT5@1236|Gammaproteobacteria,1YRBR@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	V	ABC transporter transmembrane region	-	-	-	-	-	-	-	-	-	-	-	-	ABC_membrane_3
NODE_1_length_774295_cov_40.668278_300	690597.JH730931_gene3581	4.15e-115	332.0	COG1309@1|root,COG1309@2|Bacteria,1RGG2@1224|Proteobacteria,1S4UB@1236|Gammaproteobacteria,1YRDT@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	K	BetI-type transcriptional repressor, C-terminal	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_6,TetR_N
NODE_1_length_774295_cov_40.668278_301	216595.PFLU_5956	0.0	905.0	COG0606@1|root,COG0606@2|Bacteria,1MU4R@1224|Proteobacteria,1RMB9@1236|Gammaproteobacteria,1YMEB@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	O	Magnesium chelatase, subunit ChlI C-terminal	comM	GO:0003674,GO:0003824,GO:0004176,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0042623,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	ko:K07391	-	-	-	-	ko00000	-	-	-	ChlI,Mg_chelatase,Mg_chelatase_C
NODE_1_length_774295_cov_40.668278_302	1179778.PMM47T1_13248	9.08e-149	426.0	COG0583@1|root,COG0583@2|Bacteria,1NUAB@1224|Proteobacteria,1RNYQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	ywbI	GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363,GO:1990837	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
NODE_1_length_774295_cov_40.668278_303	95619.PM1_0229870	9.93e-209	585.0	COG2230@1|root,COG2230@2|Bacteria,1MX3U@1224|Proteobacteria,1RNID@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	synthase	cfa	-	2.1.1.79	ko:K00574	-	-	-	-	ko00000,ko01000	-	-	-	CMAS
NODE_1_length_774295_cov_40.668278_304	321846.PS417_27625	1.26e-49	158.0	COG2960@1|root,COG2960@2|Bacteria,1NH9X@1224|Proteobacteria,1SGZ2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	-	-	-	ko:K09806	-	-	-	-	ko00000	-	-	-	BMFP
NODE_1_length_774295_cov_40.668278_305	1005395.CSV86_04657	1.32e-72	218.0	COG0347@1|root,COG0347@2|Bacteria,1RGWK@1224|Proteobacteria,1S67I@1236|Gammaproteobacteria,1YVHF@136845|Pseudomonas putida group	1236|Gammaproteobacteria	K	Belongs to the P(II) protein family	glnK	-	-	ko:K04751,ko:K04752	ko02020,map02020	-	-	-	ko00000,ko00001	-	-	-	P-II
NODE_1_length_774295_cov_40.668278_306	1415630.U771_30760	1.8e-304	832.0	COG0004@1|root,COG0004@2|Bacteria,1NR9F@1224|Proteobacteria,1RNKF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Ammonium transporter	amtB	-	-	ko:K03320	-	-	-	-	ko00000,ko02000	1.A.11	-	-	Ammonium_transp
NODE_1_length_774295_cov_40.668278_307	1117958.PE143B_0125765	5.89e-101	292.0	COG0432@1|root,COG0432@2|Bacteria,1RH13@1224|Proteobacteria,1S3VP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Secondary thiamine-phosphate synthase enzyme	yjbQ	-	-	-	-	-	-	-	-	-	-	-	UPF0047
NODE_1_length_774295_cov_40.668278_308	321846.PS417_27605	1.99e-63	194.0	2EQ2V@1|root,33HP8@2|Bacteria,1NI2K@1224|Proteobacteria,1SHMN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_1_length_774295_cov_40.668278_309	216595.PFLU_5949	3.22e-149	421.0	COG1011@1|root,COG1011@2|Bacteria,1N0I6@1224|Proteobacteria,1RQ41@1236|Gammaproteobacteria,1YNTM@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	hydrolase	yigB	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006766,GO:0006767,GO:0006771,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017144,GO:0018130,GO:0022611,GO:0032502,GO:0034641,GO:0042364,GO:0042578,GO:0042726,GO:0042727,GO:0043167,GO:0043169,GO:0043726,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0046872,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	3.1.3.102,3.1.3.104	ko:K20862	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00548,R07280	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	HAD_2
NODE_1_length_774295_cov_40.668278_310	1415630.U771_30740	9.15e-208	575.0	COG4973@1|root,COG4973@2|Bacteria,1MUJJ@1224|Proteobacteria,1RMJG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	Belongs to the 'phage' integrase family. XerC subfamily	xerC	GO:0000150,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006276,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008907,GO:0009009,GO:0009037,GO:0009987,GO:0015074,GO:0032991,GO:0034641,GO:0042150,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0048476,GO:0071139,GO:0071704,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	ko:K03733	-	-	-	-	ko00000,ko03036	-	-	-	Phage_int_SAM_1,Phage_integrase
NODE_1_length_774295_cov_40.668278_311	1415630.U771_30735	6.51e-157	441.0	COG3159@1|root,COG3159@2|Bacteria,1R4BP@1224|Proteobacteria,1S9SC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	yigA	-	-	ko:K09921	-	-	-	-	ko00000	-	-	-	DUF484
NODE_1_length_774295_cov_40.668278_312	1470593.BW43_00413	1.83e-191	532.0	COG0253@1|root,COG0253@2|Bacteria,1MWDH@1224|Proteobacteria,1RMGV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan	dapF	-	5.1.1.7	ko:K01778	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00527	R02735	RC00302	ko00000,ko00001,ko00002,ko01000	-	-	-	DAP_epimerase
NODE_1_length_774295_cov_40.668278_313	216595.PFLU_5945	1.37e-288	789.0	COG0019@1|root,COG0019@2|Bacteria,1MUA6@1224|Proteobacteria,1RMI2@1236|Gammaproteobacteria,1YP8T@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	E	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	lysA	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008836,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046451,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
NODE_1_length_774295_cov_40.668278_314	1282356.H045_20025	1.05e-27	100.0	2BIFP@1|root,32CN9@2|Bacteria,1QRHG@1224|Proteobacteria,1RUHQ@1236|Gammaproteobacteria,1YR02@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	M	Prokaryotic lipoprotein-attachment site	lppL	-	-	-	-	-	-	-	-	-	-	-	LPAM_2
NODE_1_length_774295_cov_40.668278_315	1470593.BW43_00410	8.02e-73	218.0	COG1965@1|root,COG1965@2|Bacteria,1RH9A@1224|Proteobacteria,1S5UP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Belongs to the frataxin family	cyaY	GO:0003674,GO:0003824,GO:0004322,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006790,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008198,GO:0008199,GO:0009987,GO:0016043,GO:0016226,GO:0016491,GO:0016530,GO:0016722,GO:0016724,GO:0018282,GO:0018283,GO:0019538,GO:0019725,GO:0022607,GO:0030003,GO:0031163,GO:0033554,GO:0034599,GO:0034986,GO:0036211,GO:0042221,GO:0042592,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0050896,GO:0051186,GO:0051536,GO:0051537,GO:0051540,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071704,GO:0071840,GO:0098771,GO:0140104,GO:1901564	-	ko:K06202	-	-	-	-	ko00000	-	-	iECW_1372.ECW_m4108,iEKO11_1354.EKO11_4552,iWFL_1372.ECW_m4108	Frataxin_Cyay
NODE_1_length_774295_cov_40.668278_316	1415630.U771_30710	3.32e-41	135.0	COG3313@1|root,COG3313@2|Bacteria,1NGD5@1224|Proteobacteria,1SGHW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Fe-S protein	-	-	-	ko:K06938	-	-	-	-	ko00000	-	-	-	DUF1289
NODE_1_length_774295_cov_40.668278_317	216595.PFLU_5941	2.74e-90	265.0	COG0782@1|root,COG0782@2|Bacteria,1MZNY@1224|Proteobacteria,1S8V4@1236|Gammaproteobacteria,1YQA4@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	K	Nucleoside diphosphate kinase	rnk	-	-	ko:K06140	-	-	-	-	ko00000,ko03000	-	-	-	GreA_GreB,Rnk_N
NODE_1_length_774295_cov_40.668278_318	216595.PFLU_5940	0.0	1791.0	COG3072@1|root,COG3072@2|Bacteria,1PI5T@1224|Proteobacteria,1RMPZ@1236|Gammaproteobacteria,1YNIQ@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	F	Adenylate cyclase	cyaA	GO:0003674,GO:0003824,GO:0004016,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006171,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009975,GO:0009987,GO:0016829,GO:0016849,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046058,GO:0046390,GO:0046483,GO:0052652,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.6.1.1	ko:K05851	ko00230,ko02026,ko05111,map00230,map02026,map05111	-	R00089,R00434	RC00295	ko00000,ko00001,ko01000	-	-	iAPECO1_1312.APECO1_2672,iECOK1_1307.ECOK1_4253,iECS88_1305.ECS88_4229,iUMN146_1321.UM146_19155,iUTI89_1310.UTI89_C4365	Adenyl_cycl_N,Adenylate_cycl
NODE_1_length_774295_cov_40.668278_319	1415630.U771_30695	3.13e-44	144.0	2E5ME@1|root,330CB@2|Bacteria,1N8G6@1224|Proteobacteria,1SC9I@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	dNA-binding protein	IV02_05780	-	-	-	-	-	-	-	-	-	-	-	PsiE
NODE_1_length_774295_cov_40.668278_320	216595.PFLU_5938	7.77e-59	182.0	2E8FY@1|root,332U8@2|Bacteria,1N8EY@1224|Proteobacteria,1SD25@1236|Gammaproteobacteria,1YQP5@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_1_length_774295_cov_40.668278_321	1415630.U771_30685	3.48e-138	392.0	COG0625@1|root,COG0625@2|Bacteria,1R9KA@1224|Proteobacteria,1S1D7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Glutathione S-Transferase	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_3,GST_N_3
NODE_1_length_774295_cov_40.668278_322	690597.JH730915_gene4368	0.0	920.0	COG0165@1|root,COG0165@2|Bacteria,1MUTU@1224|Proteobacteria,1RMA3@1236|Gammaproteobacteria,1YPHR@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	E	argininosuccinate lyase	argH	GO:0003674,GO:0003824,GO:0004056,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016829,GO:0016840,GO:0016842,GO:0019752,GO:0042450,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.3.2.1	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01086	RC00445,RC00447	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ASL_C2,Lyase_1
NODE_1_length_774295_cov_40.668278_323	1117958.PE143B_0125845	7.56e-161	452.0	COG3279@1|root,COG3279@2|Bacteria,1MUE8@1224|Proteobacteria,1RMJJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KT	Response regulator of the LytR AlgR family	algR	-	-	ko:K08083	ko02020,map02020	M00493	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	LytTR,Response_reg
NODE_1_length_774295_cov_40.668278_324	1282356.H045_19975	9.2e-215	594.0	COG0181@1|root,COG0181@2|Bacteria,1MU56@1224|Proteobacteria,1RMQ8@1236|Gammaproteobacteria,1YN9M@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	H	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	hemC	GO:0003674,GO:0003824,GO:0004418,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0018065,GO:0018130,GO:0018160,GO:0018193,GO:0018198,GO:0019438,GO:0019538,GO:0033013,GO:0033014,GO:0034641,GO:0036211,GO:0042168,GO:0042440,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.61	ko:K01749	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R00084	RC02317	ko00000,ko00001,ko00002,ko01000	-	-	iEC55989_1330.EC55989_4275,iECH74115_1262.ECH74115_5243,iECIAI1_1343.ECIAI1_3991,iECO103_1326.ECO103_4362,iECO111_1330.ECO111_4628,iECO26_1355.ECO26_4784,iECSE_1348.ECSE_4086,iEKO11_1354.EKO11_4554,iPC815.YPO3849	Porphobil_deam,Porphobil_deamC
NODE_1_length_774295_cov_40.668278_325	216595.PFLU_5933	1.17e-137	394.0	COG1587@1|root,COG1587@2|Bacteria,1MWZD@1224|Proteobacteria,1RM9K@1236|Gammaproteobacteria,1YRS0@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	H	Catalyzes the formation of uroporphyrinogen-III from hydroxymethylbilane	hemD	GO:0003674,GO:0003824,GO:0004852,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.2.1.75	ko:K01719	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R03165	RC01861	ko00000,ko00001,ko00002,ko01000	-	-	iJN746.PP_0187,iSBO_1134.SBO_3815	HEM4
NODE_1_length_774295_cov_40.668278_326	1415630.U771_30662	4.78e-235	650.0	COG2959@1|root,COG2959@2|Bacteria,1MY3A@1224|Proteobacteria,1RNJY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	enzyme of heme biosynthesis	hemX	-	2.1.1.107,4.2.1.75	ko:K02496,ko:K13543	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R03165,R03194	RC00003,RC00871,RC01861	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b3803,iBWG_1329.BWG_3482,iECDH1ME8569_1439.ECDH1ME8569_3682,iECUMN_1333.ECUMN_4327,iECs_1301.ECs4733,iEcDH1_1363.EcDH1_4176,iJO1366.b3803,iJR904.b3803,iPC815.YPO3851,iUMN146_1321.UM146_19140,iY75_1357.Y75_RS18060,iZ_1308.Z5317	HemX
NODE_1_length_774295_cov_40.668278_327	216595.PFLU_5931	4.87e-265	729.0	COG3071@1|root,COG3071@2|Bacteria,1MU7A@1224|Proteobacteria,1RMRG@1236|Gammaproteobacteria,1YN9K@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	H	Heme biosynthesis protein HemY	hemY	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02498	-	-	-	-	ko00000	-	-	-	HemY_N,TPR_2
NODE_1_length_774295_cov_40.668278_328	1415630.U771_30655	1.28e-90	268.0	COG1495@1|root,COG1495@2|Bacteria	2|Bacteria	O	protein disulfide oxidoreductase activity	dsbB	-	-	ko:K03611	-	-	-	-	ko00000,ko03110	5.A.2.1	-	-	DsbB
NODE_1_length_774295_cov_40.668278_329	1415630.U771_30650	1.64e-101	294.0	COG3160@1|root,COG3160@2|Bacteria,1RHBB@1224|Proteobacteria,1S420@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Binds RpoD and negatively regulates RpoD-mediated transcription activation by preventing the interaction between the primary sigma factor RpoD with the catalytic core of the RNA polymerase and with promoter DNA. May be involved in replacement of the RNA polymerase sigma subunit from RpoD to RpoS during the transition from exponential growth to the stationary phase	rsd	GO:0000988,GO:0000989,GO:0003674,GO:0008150,GO:0009889,GO:0010556,GO:0016989,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2001141	-	ko:K07740	-	-	-	-	ko00000	-	-	-	Rsd_AlgQ
NODE_1_length_774295_cov_40.668278_330	216595.PFLU_5928	3.08e-127	365.0	COG0545@1|root,COG0545@2|Bacteria,1RDA1@1224|Proteobacteria,1RPMP@1236|Gammaproteobacteria,1YP9D@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	M	peptidyl-prolyl cis-trans isomerase	mip	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005623,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009279,GO:0009987,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044462,GO:0044464,GO:0071704,GO:0071944,GO:0140096,GO:1901564	5.2.1.8	ko:K01802,ko:K03773	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	FKBP_C,FKBP_N
NODE_1_length_774295_cov_40.668278_331	1117958.PE143B_0125885	4.13e-37	142.0	2F2Q6@1|root,33VKI@2|Bacteria,1NVNH@1224|Proteobacteria,1SNYY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	transcriptional regulator	algP	-	-	-	-	-	-	-	-	-	-	-	-
NODE_1_length_774295_cov_40.668278_332	1117958.PE143B_0111540	2.98e-73	223.0	COG5589@1|root,COG5589@2|Bacteria,1N6W5@1224|Proteobacteria,1T136@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2390)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2390
